g u-g g-r g-i g-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
23.412 2.666 1.306 1.921 2.245 2.957 -6.365 -67.38 92.01 -61.63 91.02 0.00027 9.78 5 7.05 3908.0 4.81 11 11.824 0.314 8.713 0.358 -0.539 0.263 239.515472 -49.398956 59.847839 -37.257671 3.6964 -9.2203 -2.073 -2.7915 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.734 2.51 1.223 1.777 2.038 -0.542 -12.122 97.03 144.02 -151.57 -74.37 0.00027 9.17 5 6.9 4025.0 4.9 11 11.9271 0.497 8.252 0.417 -0.615 0.27 239.044022 -49.437782 59.800793 -36.950821 3.6841 -9.2323 -2.0545 -2.7838 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.206 1.134 0.374 0.514 0.541 1.327 0.736 157.29 -61.74 -91.47 -116.66 0.00027 5.34 5 5.15 5822.0 4.39 11 12.0267 0.87 5.271 0.78 -0.839 0.327 239.080963 -49.734627 59.429176 -36.973717 3.6891 -9.2252 -2.0455 -2.8 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.449 0.947 0.318 0.4 0.407 6.109 -2.883 106.28 -22.43 -147.39 -22.22 0.00027 4.6 5 4.8 6093.0 4.23 11 12.0531 0.732 4.502 1.0 -0.778 0.276 239.204559 -49.404366 59.842346 -37.055317 3.6829 -9.227 -2.0586 -2.7815 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.769 2.43 1.185 1.671 1.942 13.632 -1.013 118.67 -129.77 -229.46 74.28 0.00027 9.79 5 6.9 4078.0 5.03 9 13.9915 0.504 8.946 0.3 -0.865 0.29 239.565002 -49.254864 60.028648 -37.290878 3.7006 -9.2235 -2.0825 -2.7887 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.282 2.289 1.085 1.496 1.777 4.363 -10.461 114.21 83.27 -203.63 -41.75 0.00027 9.32 5 6.8 4220.0 4.83 9 13.986 0.417 8.449 0.357 -1.965 0.201 238.786942 -49.1007 60.221588 -36.7822 3.7086 -9.2583 -2.0767 -2.7882 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.068 2.422 1.222 1.676 1.94 5.12 2.138 200.54 -149.86 -150.1 -89.84 0.00027 9.07 5 6.9 4044.0 4.91 11 12.0395 0.568 8.101 0.437 -0.71 0.228 238.400467 -49.490288 59.733913 -36.532684 3.7108 -9.263 -2.053 -2.8063 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.965 2.225 0.996 1.408 1.581 6.457 -2.57 139.79 -61.49 -189.95 -19.78 0.00027 7.99 5 6.65 4347.0 4.77 11 11.977 0.542 7.368 0.528 -0.784 0.272 239.31044 -49.386761 59.86412 -37.124287 3.7183 -9.2353 -2.0814 -2.8076 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.12 1.114 0.361 0.407 0.512 -1.799 -3.891 99.21 42.95 -80.52 -90.92 0.00027 5.25 5 5.05 5849.0 4.73 11 11.9137 0.565 5.083 0.824 -0.609 0.201 239.733597 -48.856747 60.528862 -37.40308 3.7115 -9.2308 -2.1091 -2.78 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.371 2.363 1.161 1.619 1.846 9.126 -1.882 3.05 -42.45 -102.55 92.72 0.00027 9.39 5 6.85 4127.0 5.0 9 13.963 0.376 8.614 0.337 -1.138 0.256 239.083588 -49.773487 59.380547 -36.975182 3.7289 -9.2373 -2.066 -2.832 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.054 2.868 1.321 1.996 2.303 2.621 -4.5 122.45 5.88 -152.49 -49.19 0.00027 10.41 5 7.1 3770.0 5.0 11 12.1467 0.355 9.179 0.305 -0.748 0.255 238.996658 -48.973049 60.382122 -36.918926 3.7226 -9.2587 -2.0945 -2.7934 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.678 2.717 1.323 1.96 2.278 8.921 -2.767 114.56 -28.98 -202.52 12.4 0.00027 10.02 5 7.05 3732.0 4.97 11 12.0644 0.076 8.866 0.341 -0.671 0.266 238.985077 -48.980331 60.372971 -36.911362 3.7271 -9.2604 -2.0964 -2.797 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.083 2.604 1.27 1.821 2.165 4.928 -14.839 2.76 187.08 -183.28 48.01 0.00027 9.47 5 7.0 3926.0 5.06 11 11.8817 0.44 8.559 0.377 -0.633 0.303 238.60701 -48.782318 60.617355 -36.660923 3.7309 -9.2806 -2.0985 -2.7914 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.972 1.685 0.725 0.974 1.097 7.492 -3.664 125.9 -39.78 -214.08 7.69 0.00027 7.03 5 6.3 4758.0 4.59 11 12.1843 0.739 6.626 0.601 -1.086 0.332 238.563232 -49.283066 59.992886 -36.637241 3.7389 -9.272 -2.0809 -2.8188 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.922 0.991 0.215 0.319 0.36 7.068 -1.613 78.11 -29.21 -146.85 19.34 0.00027 4.09 5 4.75 6119.0 4.1 11 12.2563 0.678 4.108 1.177 -0.78 0.312 239.753876 -48.987892 60.363682 -37.415901 3.7211 -9.23 -2.1095 -2.7929 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.354 2.272 1.159 1.625 1.882 11.614 5.238 345.6 -260.71 -282.17 -129.0 0.00027 9.32 5 6.85 4105.0 4.91 9 13.9363 0.279 8.614 0.337 -1.399 0.266 238.404968 -48.96571 60.386768 -36.530457 3.7473 -9.2889 -2.0955 -2.8117 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.69 2.285 1.176 1.603 1.857 4.23 -2.178 114.31 -34.04 -142.95 -27.99 0.00027 8.63 5 6.8 4179.0 4.87 11 12.0479 0.549 7.803 0.476 -0.87 0.336 239.836716 -48.904652 60.468212 -37.470707 3.7567 -9.2408 -2.135 -2.8161 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.998 1.112 0.355 0.425 0.493 8.176 -3.276 52.96 -41.14 -150.6 59.96 0.00027 5.11 5 4.95 5945.0 4.65 11 11.8996 0.881 4.892 0.875 -0.407 0.17 239.095474 -49.290379 59.985264 -36.984425 3.745 -9.2545 -2.0958 -2.8238 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.941 0.991 0.277 0.374 0.416 6.533 -1.737 108.22 -66.41 -144.36 -1.68 0.00027 4.05 5 4.75 6315.0 4.06 11 11.9025 0.982 4.108 1.177 -0.686 0.265 238.981461 -48.829544 60.561512 -36.908016 3.7416 -9.2693 -2.1109 -2.8015 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.386 1.868 0.993 1.354 1.582 11.825 0.371 280.09 -197.68 -290.87 -67.81 0.00027 8.34 5 6.65 4351.0 4.73 9 13.8044 0.628 7.802 0.437 -2.259 0.294 239.650391 -49.430779 59.806969 -37.345177 3.7716 -9.2394 -2.1168 -2.85 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.514 2.665 1.35 1.869 2.186 5.613 -1.375 115.72 -60.16 -144.05 -22.96 0.00026 9.86 5 7.05 3881.0 4.8 11 12.0211 0.517 8.713 0.358 -0.521 0.288 239.514847 -49.732468 59.428848 -37.254162 3.7766 -9.2384 -2.1036 -2.8667 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.131 2.471 1.311 1.81 2.114 6.177 -3.222 59.13 -8.92 -122.09 15.99 0.00026 9.48 5 7.0 3886.0 4.96 11 12.042 0.431 8.405 0.398 -0.96 0.321 239.763824 -49.239746 60.046543 -37.420769 3.7738 -9.2407 -2.1287 -2.8435 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.275 2.346 1.04 1.523 1.705 7.087 1.217 87.19 -94.66 -149.92 40.71 0.00026 8.26 5 6.75 4229.0 4.68 11 11.9402 0.518 7.657 0.495 -0.939 0.326 239.659927 -48.991287 60.359749 -37.354244 3.7794 -9.2527 -2.1403 -2.837 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.761 2.785 1.328 1.922 2.305 1.576 -3.708 82.07 25.12 -100.56 -43.0 0.00026 10.06 5 7.05 3697.0 5.09 11 12.0642 0.297 9.022 0.322 -0.755 0.362 239.872498 -49.588734 59.605942 -37.487518 3.7821 -9.2306 -2.1206 -2.8647 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.863 2.58 1.359 1.932 2.221 5.931 -0.787 -41.4 2.06 -62.13 95.61 0.00026 10.16 5 7.05 3778.0 4.88 11 12.0481 0.248 8.866 0.341 -1.297 0.335 238.841766 -48.827518 60.563095 -36.816044 3.7865 -9.2898 -2.1332 -2.8352 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.953 2.556 1.227 1.765 2.079 6.773 -1.377 115.16 -60.35 -144.96 -13.3 0.00026 9.31 5 7.0 3906.0 4.93 11 11.9152 0.643 8.405 0.398 -0.53 0.293 239.506317 -49.449879 59.783936 -37.251343 3.7972 -9.2527 -2.1272 -2.8702 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.963 2.417 1.24 1.73 2.006 10.184 -5.795 49.18 -5.02 -209.41 92.61 0.00026 8.89 5 6.9 4038.0 4.79 11 12.0016 0.423 8.101 0.437 -0.635 0.275 239.600388 -49.585552 59.612717 -37.311161 3.7924 -9.2442 -2.1207 -2.8725 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.095 0.94 0.266 0.409 0.38 7.493 -4.216 75.32 -18.7 -165.33 28.93 0.00026 4.16 5 4.75 6173.0 4.21 11 11.8974 0.939 4.108 1.177 -0.632 0.328 238.995834 -49.700542 59.472179 -36.918846 3.7817 -9.2599 -2.0965 -2.8692 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.089 2.589 1.243 1.803 2.088 3.12 -10.512 158.94 37.92 -190.73 -82.92 0.00026 10.44 5 7.0 3981.0 4.92 9 13.9889 0.115 9.441 0.25 -0.97 0.226 238.535675 -49.700962 59.472069 -36.62122 3.8185 -9.2891 -2.1066 -2.8973 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.252 2.26 1.159 1.582 1.874 7.853 -5.501 4.86 51.48 -158.61 91.02 0.00026 9.17 5 6.8 4057.0 4.89 9 13.9975 0.281 8.449 0.357 -1.341 0.236 239.120636 -49.2971 59.976849 -37.000835 3.8043 -9.2733 -2.1293 -2.869 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.937 2.457 1.228 1.736 2.027 9.686 -2.663 99.11 -65.62 -183.18 33.69 0.00026 9.3 5 6.9 3951.0 4.91 11 12.0295 0.338 8.252 0.417 -0.972 0.305 238.379456 -49.336258 59.925484 -36.517838 3.8042 -9.2997 -2.1109 -2.8706 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.686 2.368 1.161 1.575 1.867 7.908 0.568 103.08 -83.96 -123.03 -9.98 0.00026 8.62 5 6.8 4117.0 4.65 11 12.0454 0.337 7.803 0.476 -0.594 0.276 239.85289 -49.694286 59.473164 -37.47324 3.8071 -9.2368 -2.1296 -2.8883 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.545 2.313 1.078 1.506 1.716 5.199 2.969 172.68 -137.63 -114.18 -80.83 0.00026 8.5 5 6.75 4116.0 4.67 11 11.8582 0.475 7.657 0.495 -0.86 0.305 239.470016 -48.992283 60.358845 -37.229622 3.8087 -9.2695 -2.1526 -2.8591 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.692 2.475 1.213 1.804 2.081 4.082 -2.33 77.05 -37.32 -96.72 -17.5 0.00026 9.01 5 6.95 3996.0 4.76 8 10.1051 0.737 8.012 0.468 -0.641 0.27 239.228775 -49.383686 59.868221 -37.071136 3.8324 -9.2764 -2.1436 -2.8941 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.153 2.205 1.104 1.554 1.796 8.149 7.165 181.57 -230.67 -123.62 -43.55 0.00026 9.07 5 6.8 4155.0 4.85 9 13.9852 0.484 8.284 0.376 -1.382 0.227 238.4366 -48.782104 60.615662 -36.548653 3.8257 -9.3195 -2.1479 -2.8627 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.932 2.771 1.343 1.926 2.239 4.714 -1.513 153.31 -68.41 -159.57 -61.33 0.00026 10.23 5 7.05 3836.0 4.86 11 11.8151 0.332 9.022 0.322 -1.046 0.328 239.594925 -49.488342 59.735004 -37.308594 3.8266 -9.2581 -2.1439 -2.8943 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.013 2.437 1.216 1.694 1.985 11.992 -5.729 61.77 -10.09 -226.97 93.83 0.00026 8.94 5 6.9 4013.0 4.68 11 11.9394 0.359 8.101 0.437 -0.526 0.246 239.837585 -49.182796 60.117767 -37.469433 3.8289 -9.2575 -2.1639 -2.8827 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.92 2.172 1.051 1.413 1.646 0.945 -4.355 73.41 12.76 -75.64 -45.27 0.00026 7.84 5 6.65 4344.0 4.8 11 11.8846 0.645 7.368 0.528 -0.587 0.255 238.505264 -49.635906 59.553047 -36.601372 3.8364 -9.298 -2.1186 -2.9081 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.734 0.986 0.226 0.388 0.402 8.312 4.412 42.01 -108.42 -71.61 40.32 0.00026 3.81 4 4.6 6142.0 3.84 11 11.9732 0.929 3.709 1.461 -0.933 0.249 239.088776 -49.613247 59.581078 -36.979374 3.8366 -9.277 -2.1328 -2.9073 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.501 1.581 0.763 1.018 1.179 7.757 -4.888 26.34 34.29 -155.09 65.6 0.00026 7.45 5 6.35 4743.0 4.71 9 13.9476 0.526 7.025 0.517 -1.397 0.248 239.67038 -49.765739 59.385406 -37.354221 3.8469 -9.2547 -2.1447 -2.9218 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.21 1.509 0.66 0.928 0.992 8.259 -1.993 -17.21 -46.27 -111.52 123.08 0.00026 7.17 5 6.2 4979.0 4.73 9 13.7745 0.52 6.704 0.547 -1.184 0.197 238.527084 -49.396931 59.850819 -36.614433 3.877 -9.3174 -2.152 -2.9286 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.966 0.852 0.168 0.254 0.252 12.331 1.143 136.43 -158.86 -216.37 43.97 0.00026 4.05 4 4.4 6304.0 4.15 9 13.9341 0.821 3.906 1.211 -2.193 0.181 239.221207 -49.772079 59.3815 -37.06406 3.8792 -9.282 -2.1524 -2.9467 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.409 2.705 1.295 1.895 2.249 4.029 -2.181 105.93 -18.54 -114.14 -51.87 0.00026 9.69 5 7.05 3931.0 4.88 11 12.1296 0.394 8.713 0.358 -0.677 0.262 238.978943 -49.146755 60.164814 -36.908081 3.8739 -9.3059 -2.1716 -2.9151 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.374 2.016 1.045 1.442 1.672 3.836 -0.483 73.81 -62.57 -89.17 -7.52 0.00026 8.29 5 6.7 4350.0 4.64 11 11.9502 0.548 7.512 0.511 -0.935 0.349 239.544571 -49.114975 60.204567 -37.278194 3.8604 -9.2808 -2.1782 -2.9036 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.357 1.825 0.717 0.99 1.116 0.766 -9.599 105.04 91.47 -139.94 -77.22 0.00026 7.36 5 6.35 4737.0 4.76 11 11.9272 0.568 6.779 0.587 -0.914 0.283 238.68512 -48.832592 60.555447 -36.712978 3.8786 -9.327 -2.1812 -2.9048 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.839 2.391 1.22 1.74 2.0 8.273 -9.496 -34.76 114.24 -161.15 111.65 0.00026 9.71 5 6.9 3956.0 5.07 9 13.9168 0.259 8.946 0.3 -1.193 0.253 238.428741 -49.427864 59.811775 -36.550648 3.8857 -9.3232 -2.1532 -2.9365 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.573 2.659 1.249 1.853 2.227 -0.829 -3.665 187.2 -55.61 -112.05 -135.09 0.00026 9.86 5 7.05 3837.0 4.87 11 11.8099 0.301 8.713 0.358 -0.498 0.249 239.058426 -48.927536 60.439335 -36.959248 3.8965 -9.3163 -2.1957 -2.9225 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.197 1.428 0.593 0.769 0.829 6.744 5.592 153.72 -178.69 -143.94 -14.6 0.00026 6.16 5 5.75 5258.0 4.66 11 12.1102 0.758 5.982 0.667 -0.75 0.262 238.612793 -49.104427 60.215851 -36.668224 3.8961 -9.3285 -2.1774 -2.9301 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.849 1.098 0.333 0.431 0.427 4.978 -3.726 162.25 -19.71 -176.83 -71.29 0.00026 4.88 5 4.9 6017.0 4.33 11 11.9103 0.876 4.698 0.935 -0.466 0.245 239.663055 -49.19239 60.106731 -37.355297 3.8936 -9.2852 -2.1961 -2.9321 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.783 0.995 0.219 0.399 0.362 6.233 2.729 197.2 -147.62 -173.52 -65.81 0.00026 3.86 4 4.6 6118.0 4.13 11 12.0793 0.978 3.709 1.461 -0.969 0.298 239.123688 -49.327324 59.93898 -37.002808 3.8845 -9.2992 -2.1729 -2.9312 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.618 2.611 1.202 1.882 2.218 3.803 -1.091 118.23 -28.14 -114.72 -55.32 0.00026 9.92 5 7.05 3893.0 5.05 11 11.7737 0.334 8.713 0.358 -0.217 0.182 239.394638 -49.111912 60.208748 -37.180061 3.9103 -9.3032 -2.2031 -2.9412 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.176 2.125 1.076 1.515 1.723 6.676 -2.7 68.59 -8.86 -160.09 34.25 0.00026 8.04 5 6.7 4302.0 4.66 11 12.0681 0.571 7.512 0.511 -1.028 0.307 239.625885 -48.971874 60.384254 -37.331959 3.9022 -9.2952 -2.21 -2.9288 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.698 2.762 1.348 1.971 2.372 3.218 -0.622 42.45 -33.18 -46.41 -6.05 0.00025 9.92 5 7.1 3802.0 4.81 8 9.946 0.318 8.753 0.371 -0.731 0.261 239.070282 -49.242878 60.044712 -36.967972 3.9364 -9.3209 -2.2045 -2.9668 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.038 2.857 1.366 1.964 2.297 10.621 4.703 107.7 -162.31 -143.41 37.19 0.00025 10.25 5 7.1 3727.0 4.97 11 11.9053 0.345 9.179 0.305 -0.958 0.326 238.862045 -49.242981 60.04422 -36.832024 3.9254 -9.3252 -2.1935 -2.9584 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.926 2.729 1.361 1.966 2.358 5.872 -2.232 211.47 -67.29 -210.41 -90.63 0.00025 10.13 5 7.05 3821.0 4.94 11 12.0367 0.37 9.022 0.322 -0.702 0.248 238.861832 -49.263908 60.018047 -36.831951 3.9216 -9.3233 -2.1904 -2.9565 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.976 2.086 0.92 1.31 1.545 3.796 -0.566 273.37 -109.83 -187.49 -171.08 0.00026 7.89 5 6.65 4365.0 4.64 11 12.017 0.386 7.368 0.528 -1.131 0.32 239.372375 -49.233761 60.055859 -37.165218 3.9208 -9.3043 -2.203 -2.9545 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.198 1.801 0.8 1.081 1.187 4.105 2.188 115.19 -76.3 -89.3 -54.55 0.00025 7.09 5 6.35 4801.0 4.76 11 11.9259 0.724 6.779 0.587 -0.934 0.293 239.490616 -49.198719 60.099518 -37.242577 3.9395 -9.3069 -2.2178 -2.9671 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.803 1.241 0.468 0.654 0.68 1.275 -6.861 47.56 64.93 -103.01 -17.68 0.00025 5.77 5 5.45 5603.0 4.46 11 11.8351 0.814 5.637 0.713 -0.879 0.297 239.279648 -49.620598 59.571026 -37.102993 3.9334 -9.3018 -2.1907 -2.9814 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.774 2.304 1.143 1.658 1.921 3.242 -12.629 10.6 177.73 -147.63 19.67 0.00025 9.63 5 6.85 4041.0 4.94 9 13.9951 0.395 8.779 0.318 -1.426 0.194 239.72287 -49.230541 60.058399 -37.394104 3.9564 -9.3026 -2.2312 -2.9813 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.455 2.537 1.051 1.447 1.649 -0.338 -5.976 189.96 27.92 -163.55 -140.25 0.00025 8.3 5 6.6 4337.0 4.7 9 13.9542 0.369 7.645 0.456 0.201 0.215 239.883408 -49.364651 59.888218 -37.497501 3.9439 -9.2887 -2.2217 -2.9779 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.044 1.192 0.416 0.573 0.594 5.511 -6.751 41.98 84.34 -157.78 25.7 0.00025 6.02 5 5.25 5852.0 4.43 9 13.8237 0.67 5.663 0.667 -0.311 0.259 238.999298 -49.067463 60.264042 -36.921112 3.9593 -9.3361 -2.2235 -2.9762 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.859 2.506 1.216 1.732 2.021 -1.437 4.334 201.16 -113.02 -76.59 -153.98 0.00025 9.17 5 6.9 4114.0 4.84 11 12.0736 0.519 8.252 0.417 -0.909 0.256 238.9086 -48.927219 60.43898 -36.860817 3.9427 -9.3377 -2.2183 -2.9573 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.037 1.224 0.454 0.691 0.74 7.408 -3.206 99.65 -53.53 -175.19 20.67 0.00025 5.99 5 5.6 5431.0 4.69 11 12.1427 0.734 5.812 0.689 -1.004 0.355 238.838547 -49.491032 59.734295 -36.817257 3.9475 -9.3268 -2.1942 -2.9863 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.364 2.492 1.29 1.855 2.159 2.477 -0.045 264.69 -104.93 -189.34 -162.01 0.00025 10.59 5 7.05 3871.0 4.92 9 13.7929 0.063 9.762 0.224 -1.399 0.256 238.802216 -49.50658 59.71484 -36.793671 3.9741 -9.3367 -2.2074 -3.0072 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.141 2.836 1.375 1.993 2.327 6.979 1.423 132.38 -125.31 -122.68 -28.83 0.00025 10.31 5 7.1 3734.0 5.03 11 12.089 0.294 9.179 0.305 -0.666 0.25 238.680328 -49.256134 60.027061 -36.71347 3.9785 -9.3498 -2.2183 -2.9993 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
