g u-g g-r g-i g-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
19.797 2.499 1.237 1.76 2.053 15.904 -18.521 40.08 29.51 -100.54 8.91 0.00116 9.37 5 7.0 3918.0 4.99 11 11.971 0.339 8.405 0.398 -0.918 0.282 239.319046 -48.785881 60.617767 -37.130096 0.8646 -8.2907 -0.4899 -0.6354 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.154 2.37 1.13 1.537 1.764 34.797 -17.336 20.39 -0.21 -145.33 79.29 0.00116 8.32 5 6.75 4149.0 4.86 11 12.0025 0.568 7.657 0.495 -0.674 0.269 238.992004 -49.511017 59.70924 -36.916908 0.8604 -8.2878 -0.4788 -0.6394 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.759 2.883 1.447 2.738 3.475 0.59 6.977 -26.24 -18.69 22.07 29.68 0.00112 13.08 5 7.4 3211.0 5.11 7 8.3745 0.139 10.748 0.206 0.083 0.008 238.499146 -49.254993 60.027447 -36.595203 0.8906 -8.3037 -0.4957 -0.6598 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.703 2.991 1.422 2.65 3.42 -0.474 -0.797 5.63 -4.03 -2.88 -3.46 0.00112 13.03 5 7.4 3247.0 5.24 7 8.5949 0.383 10.679 0.212 -0.213 0.005 238.950211 -49.594234 59.605232 -36.889633 0.8936 -8.2988 -0.4963 -0.6655 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.474 2.96 1.4 2.608 3.325 -0.699 2.181 13.49 -5.46 -2.01 -14.1 0.00113 12.84 5 7.4 3278.0 4.93 7 8.4067 0.394 10.499 0.224 -0.226 0.023 239.774811 -48.824127 60.569817 -37.430283 0.8877 -8.2942 -0.505 -0.6532 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.251 2.977 1.393 2.564 3.232 19.341 12.865 54.0 -96.18 -55.56 9.63 0.00112 12.61 5 7.35 3163.0 4.9 6 5.9812 0.203 10.376 0.233 -0.271 0.084 238.714401 -49.247608 60.037884 -36.735661 0.8932 -8.3028 -0.4983 -0.6616 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.274 2.977 1.422 2.55 3.237 5.552 -2.692 11.14 -5.29 -31.86 11.68 0.00113 12.62 5 7.35 3217.0 4.9 7 8.4391 0.25 10.376 0.233 -0.237 0.043 239.030045 -49.362408 59.89513 -36.941776 0.8875 -8.2974 -0.4956 -0.6584 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.766 2.969 1.435 2.534 3.136 5.485 -11.551 19.58 29.21 -51.34 -2.23 0.00111 12.1 5 7.35 3339.0 4.95 7 8.5396 0.246 10.132 0.253 -0.251 -0.01 238.754044 -49.549332 59.66143 -36.762451 0.8984 -8.3023 -0.4983 -0.6686 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.932 3.052 1.293 2.286 2.893 2.347 4.487 26.31 -32.26 -12.69 -9.69 0.00112 11.4 5 7.25 3496.0 4.98 5 4.0347 0.221 9.739 0.283 0.146 0.034 239.689041 -49.629787 59.556271 -37.368099 0.8916 -8.2915 -0.4986 -0.6643 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.431 2.811 1.32 2.278 2.794 4.285 -3.532 45.48 -12.33 -51.31 -12.83 0.00113 10.83 5 7.2 3490.0 4.91 6 6.0678 0.401 9.418 0.311 -0.023 -0.0 238.52092 -49.728931 59.43718 -36.611732 0.8866 -8.2993 -0.4887 -0.6615 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.01 2.833 1.25 2.217 2.749 11.628 2.805 38.45 -46.39 -50.07 6.71 0.00112 10.46 5 7.2 3546.0 4.88 5 4.021 0.382 9.346 0.318 -0.053 0.051 238.850922 -49.417446 59.826202 -36.825226 0.893 -8.3005 -0.4972 -0.6632 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.104 2.672 1.337 2.19 2.658 7.125 7.358 68.8 -66.23 -41.62 -35.09 0.00112 10.49 5 7.2 3572.0 4.7 6 6.0039 0.522 9.274 0.326 -0.551 0.026 239.570328 -48.888336 60.489384 -37.295631 0.8967 -8.2986 -0.5084 -0.6606 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.352 2.59 1.312 2.067 2.553 8.167 3.354 45.24 -40.29 -33.33 -15.22 0.00113 9.81 5 7.1 3751.0 4.74 7 8.4324 0.705 8.718 0.388 -0.023 0.001 238.742569 -49.410839 59.834259 -36.754715 0.882 -8.2978 -0.4905 -0.6548 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.257 2.575 1.202 1.754 2.054 8.235 0.326 -3.61 -15.6 -18.24 24.06 0.00112 8.33 5 6.9 4085.0 4.85 5 4.0523 0.755 7.436 0.59 -0.047 0.05 238.86412 -49.378578 59.874779 -36.83374 0.8928 -8.3006 -0.4975 -0.6627 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.913 2.439 0.986 1.364 1.532 3.473 2.46 18.83 -13.88 -19.7 -6.3 0.00112 7.02 5 6.5 4385.0 4.74 5 4.0038 0.695 6.65 0.714 0.086 0.02 239.212265 -49.193111 60.107059 -37.060703 0.8936 -8.2989 -0.5017 -0.6614 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.045 2.491 0.986 1.347 1.539 3.422 2.988 -19.34 -10.82 9.09 23.18 0.00113 7.15 5 6.5 4361.0 4.67 6 6.0407 0.842 6.58 0.724 -0.181 -0.019 239.405487 -49.451344 59.782681 -37.185776 0.8877 -8.2937 -0.4967 -0.6595 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.538 1.451 0.572 0.775 0.908 3.453 6.128 29.66 -35.96 -10.44 -13.16 0.00114 14.43 6 9.1 5443.0 7.99 5 4.0196 0.567 14.61 0.012 -0.362 0.035 238.84549 -49.143997 60.16782 -36.82077 0.8805 -8.298 -0.4929 -0.651 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.391 1.424 0.522 0.813 0.865 0.638 -4.867 -5.51 20.3 -12.21 7.1 0.00111 15.28 6 9.2 5387.0 8.34 6 5.8179 0.624 15.24 0.009 -0.259 0.008 238.947372 -49.23761 60.051105 -36.887711 0.8975 -8.3023 -0.502 -0.6648 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.238 2.773 1.444 2.268 2.765 5.614 -3.375 81.87 -25.61 -71.0 -48.03 0.00113 11.59 5 7.25 3495.0 4.88 8 9.971 0.221 10.076 0.234 -0.791 0.262 238.880081 -49.599491 59.598755 -36.844173 0.8877 -8.2973 -0.4925 -0.661 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.979 2.712 1.265 2.139 2.639 8.936 12.115 56.01 -82.7 -27.9 -15.97 0.00112 11.42 5 7.2 3633.0 5.21 8 10.0041 0.336 9.652 0.27 -0.255 0.208 238.731537 -49.11657 60.201481 -36.746044 0.8904 -8.3025 -0.4981 -0.6581 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.206 2.683 1.351 2.083 2.57 10.548 -15.814 16.22 36.18 -72.09 14.55 0.00113 10.63 5 7.15 3645.0 5.03 8 9.8567 0.339 9.203 0.318 -0.284 0.24 238.60231 -49.434914 59.803799 -36.663563 0.8831 -8.2992 -0.4902 -0.6559 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.78 2.653 1.236 2.055 2.542 -7.159 7.466 64.01 -37.46 -0.56 -67.17 0.00113 10.27 5 7.1 3741.0 4.97 8 9.928 0.467 9.052 0.334 -0.099 0.131 239.256973 -49.618675 59.573566 -37.088318 0.8837 -8.2927 -0.4921 -0.6581 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.782 2.831 1.283 1.995 2.414 6.594 -5.356 -10.68 10.71 -19.7 24.3 0.00113 10.26 5 7.1 3765.0 5.03 8 10.0493 0.3 8.902 0.353 -0.411 0.221 239.17366 -48.798161 60.601837 -37.034382 0.888 -8.2997 -0.5023 -0.6531 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.832 2.525 1.248 1.882 2.285 -4.355 -1.858 -15.19 23.02 13.54 1.77 0.00111 9.27 5 7.0 3861.0 4.76 8 9.9856 0.346 8.306 0.43 -0.257 0.208 238.487366 -49.504326 59.716862 -36.589214 0.8982 -8.3049 -0.4973 -0.668 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.637 2.439 1.256 1.8 2.067 16.253 12.192 38.22 -83.45 -40.1 21.41 0.00113 9.13 5 6.95 4006.0 4.87 8 10.093 0.465 8.012 0.468 -0.954 0.361 238.724915 -49.013851 60.329613 -36.740921 0.8846 -8.3012 -0.4959 -0.6528 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.3 2.394 1.078 1.488 1.748 7.587 2.303 11.64 -20.1 -24.22 12.56 0.00113 8.42 5 6.75 4137.0 4.72 8 9.8667 0.737 7.443 0.542 -0.589 0.289 239.412537 -49.105125 60.217243 -37.191788 0.885 -8.2948 -0.4988 -0.654 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.261 2.312 0.908 1.245 1.388 -0.902 -8.163 41.26 14.33 -35.49 -33.68 0.00113 7.4 5 6.5 4526.0 4.61 8 10.0767 0.633 6.875 0.605 -0.48 0.263 238.782654 -49.232555 60.056953 -36.78014 0.8829 -8.2988 -0.493 -0.6536 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.192 0.517 -0.064 -0.117 -0.298 2.427 11.468 53.19 -61.42 -13.42 -32.67 0.00111 12.44 6 9.0 9130.0 7.84 8 10.0158 0.461 12.242 0.013 0.154 0.045 239.465698 -48.973656 60.382259 -37.226814 0.8976 -8.2993 -0.5075 -0.6621 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.476 2.815 1.383 2.087 2.447 10.448 20.424 147.27 -138.29 -66.86 -84.08 0.00113 10.88 5 7.1 3691.0 4.98 11 12.1429 0.444 9.489 0.273 -0.737 0.282 238.456985 -49.498417 59.724075 -36.569447 0.8817 -8.2996 -0.488 -0.6554 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.751 2.994 1.401 2.669 3.378 3.331 8.257 20.76 -37.66 -6.32 -4.14 0.0011 13.04 5 7.4 3235.0 4.95 7 8.341 0.049 10.624 0.215 -0.019 0.034 238.967865 -49.094601 60.230003 -36.900623 0.9105 -8.3074 -0.5109 -0.6732 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.564 2.953 1.451 2.735 3.397 2.685 4.688 -10.46 -16.29 9.77 12.0 0.00111 12.86 5 7.4 3293.0 4.93 7 8.4145 0.181 10.624 0.215 -0.076 0.069 239.375977 -49.298702 59.974388 -37.167347 0.9009 -8.2993 -0.5056 -0.668 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.736 3.057 1.339 2.513 3.203 -2.739 -14.872 -40.26 78.28 -0.53 17.64 0.00111 12.1 5 7.35 3284.0 5.07 7 8.4017 0.18 10.193 0.248 0.163 -0.04 239.060196 -49.586292 59.614902 -36.96096 0.9037 -8.3012 -0.5025 -0.6731 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.566 3.016 1.395 2.501 3.146 -3.598 -3.525 6.79 16.7 -4.58 -12.32 0.0011 11.89 5 7.3 3321.0 4.9 6 5.9003 0.233 10.072 0.258 -0.093 0.031 239.143311 -48.988647 60.363136 -37.015244 0.9088 -8.3059 -0.5119 -0.6707 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.642 3.169 1.361 2.461 3.097 8.678 1.275 25.24 -29.9 -31.44 4.32 0.0011 12.0 5 7.3 3316.0 5.17 5 3.9392 0.129 10.015 0.262 0.198 0.038 239.815598 -49.241646 60.043785 -37.454559 0.9132 -8.2998 -0.5154 -0.6767 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.406 3.091 1.326 2.419 3.044 10.801 -7.805 -3.78 8.06 -48.26 36.94 0.0011 11.78 5 7.3 3336.0 4.99 7 8.4092 0.336 9.967 0.266 -0.162 0.017 239.386032 -48.866814 60.516376 -37.174412 0.9069 -8.3038 -0.5134 -0.6681 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.163 3.045 1.318 2.392 3.007 10.427 -0.379 65.54 -35.53 -68.45 -19.26 0.00111 11.54 5 7.3 3394.0 5.11 6 5.9742 0.222 9.828 0.276 0.135 0.029 238.857132 -49.462353 59.770111 -36.829308 0.9001 -8.3026 -0.5007 -0.6691 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.296 2.984 1.259 2.301 2.953 9.0 13.983 51.25 -76.01 -22.76 -12.27 0.00109 11.67 5 7.25 3460.0 5.04 6 5.9377 0.362 9.739 0.283 0.064 -0.018 238.627472 -49.470718 59.759266 -36.680077 0.9165 -8.31 -0.5085 -0.6816 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.704 2.876 1.355 2.351 2.947 1.276 10.998 52.96 -61.84 -11.88 -32.4 0.0011 11.05 5 7.25 3503.0 4.98 5 4.11 0.464 9.695 0.286 -0.188 0.072 239.078369 -49.340965 59.921932 -36.973259 0.9065 -8.3035 -0.5067 -0.6727 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.315 2.793 1.332 2.257 2.761 5.48 14.189 14.88 -66.74 4.23 2.27 0.0011 10.68 5 7.2 3607.0 4.88 6 5.9339 0.413 9.418 0.311 -0.072 0.025 238.894913 -48.93037 60.434963 -36.851845 0.9093 -8.3086 -0.5115 -0.6705 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.999 2.795 1.288 2.189 2.686 1.656 0.715 24.83 -8.47 -14.19 -13.73 0.00109 10.37 5 7.15 3554.0 4.76 5 4.0144 0.597 9.131 0.341 0.193 0.029 239.539795 -49.041832 60.296501 -37.275295 0.9157 -8.3043 -0.5174 -0.6765 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.087 2.634 1.179 1.95 2.353 5.531 11.691 54.17 -67.57 -26.31 -21.74 0.00109 9.53 5 7.1 3840.0 4.94 4 2.602 0.544 8.575 0.405 -0.048 0.028 238.422485 -49.221275 60.068863 -36.544849 0.9176 -8.3138 -0.5106 -0.6798 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.847 2.612 1.263 2.006 2.376 1.563 9.654 67.78 -57.96 -20.26 -44.42 0.00111 9.29 5 7.05 3690.0 4.65 7 8.5868 0.653 8.477 0.419 -0.194 0.01 239.510361 -49.06678 60.26519 -37.255947 0.9009 -8.2995 -0.5086 -0.6656 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
17.907 2.525 1.193 1.687 1.933 5.706 -4.816 -1.01 11.84 -28.24 15.94 0.0011 7.94 5 6.7 4088.0 4.59 7 8.581 0.683 7.22 0.625 0.294 -0.065 239.874252 -48.897903 60.476543 -37.495411 0.907 -8.2993 -0.5157 -0.6684 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
25.734 1.169 0.568 0.721 0.7 4.13 2.421 26.42 -30.37 -9.14 -14.15 0.00109 15.58 6 9.2 5671.0 8.75 6 5.8582 1.08 15.55 0.007 -0.132 0.028 239.571045 -49.611179 59.58078 -37.291874 0.9147 -8.3002 -0.511 -0.6817 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.623 2.898 1.416 2.533 3.112 7.556 -9.953 43.85 4.55 -57.5 -17.36 0.00109 12.88 5 7.3 3341.0 4.96 8 10.1072 0.188 10.683 0.193 -0.459 0.234 238.566467 -49.224136 60.066349 -36.638912 0.9142 -8.3114 -0.5094 -0.6773 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.33 3.096 1.284 2.412 3.036 3.086 -2.237 47.92 -13.7 -35.7 -29.79 0.0011 12.71 5 7.3 3468.0 5.02 8 10.0423 0.23 10.57 0.2 0.561 -0.093 238.949417 -49.522495 59.694954 -36.88924 0.9079 -8.304 -0.5049 -0.6756 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.818 2.701 1.416 2.346 2.915 -3.183 7.383 2.68 -22.82 33.17 -16.4 0.0011 12.13 5 7.25 3463.0 4.85 8 10.1262 0.103 10.333 0.215 -0.381 0.279 238.648529 -49.765633 59.391502 -36.694221 0.9052 -8.3042 -0.4993 -0.676 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.873 2.87 1.497 2.351 2.784 4.289 20.103 38.66 -99.41 21.17 -19.33 0.00109 12.11 5 7.25 3563.0 4.93 8 10.0018 0.261 10.207 0.224 -0.866 0.28 238.553513 -49.102459 60.217873 -36.629391 0.918 -8.3136 -0.5127 -0.6789 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
22.031 2.718 1.335 2.173 2.65 9.312 12.049 34.85 -81.26 -14.57 -1.14 0.00109 11.39 5 7.2 3523.0 5.0 8 9.8956 0.116 9.796 0.258 -0.241 0.199 238.83287 -49.613892 59.580807 -36.81356 0.9156 -8.307 -0.5076 -0.6824 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.6 2.791 1.305 2.155 2.657 8.326 9.487 56.29 -69.12 -27.5 -26.59 0.00111 11.03 5 7.2 3629.0 4.94 8 9.8847 0.191 9.652 0.27 -0.182 0.146 239.357208 -49.290913 59.984196 -37.155132 0.9045 -8.3007 -0.5075 -0.6706 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
21.178 2.812 1.364 2.054 2.461 8.495 -1.605 15.08 -11.96 -41.62 17.85 0.00111 10.56 5 7.15 3731.0 5.1 8 9.8958 0.375 9.203 0.318 -0.867 0.281 238.92598 -49.290852 59.984524 -36.873878 0.9035 -8.3041 -0.5047 -0.6699 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.986 2.834 1.371 2.042 2.429 6.177 -6.551 78.47 -17.98 -76.29 -38.27 0.00111 10.37 5 7.1 3767.0 5.09 8 10.0947 0.218 9.052 0.334 -0.705 0.269 238.893219 -49.29277 59.982067 -36.85252 0.9031 -8.3043 -0.5043 -0.6696 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.427 2.592 1.243 1.924 2.385 8.998 -16.819 -18.26 55.88 -52.98 37.49 0.00111 9.88 5 7.05 3872.0 4.8 8 9.8494 0.573 8.604 0.391 -0.01 0.155 239.116974 -48.878864 60.500504 -36.99749 0.9013 -8.3042 -0.5087 -0.6639 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
20.015 2.535 1.271 1.901 2.277 4.084 -1.307 33.4 -21.12 -29.78 -17.02 0.0011 9.42 5 7.0 3797.0 4.8 8 10.0604 0.519 8.306 0.43 -0.283 0.178 238.54985 -49.151707 60.156509 -36.627449 0.9117 -8.3111 -0.5087 -0.6747 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.855 2.572 1.172 1.839 2.161 8.366 9.527 -6.19 -52.79 5.26 26.48 0.0011 9.34 5 7.0 3955.0 4.57 8 9.9239 0.57 8.158 0.448 -0.013 0.058 238.944138 -48.847889 60.538345 -36.883595 0.9054 -8.3074 -0.5104 -0.6667 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
19.461 2.522 1.225 1.818 2.151 -1.126 5.207 40.03 -22.01 -7.67 -40.47 0.00111 8.91 5 6.95 4078.0 4.78 8 9.8806 0.54 8.012 0.468 -0.319 0.207 239.818619 -49.044388 60.29224 -37.458054 0.9047 -8.2981 -0.5126 -0.6683 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.736 2.523 1.199 1.703 2.052 1.918 2.551 16.54 -18.53 -6.47 -7.69 0.00109 8.77 5 6.9 4063.0 4.74 8 10.0045 0.366 7.867 0.489 -0.251 0.182 239.126678 -48.868786 60.51318 -37.003822 0.9178 -8.3098 -0.5182 -0.6763 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
18.429 2.585 1.138 1.625 1.955 -5.106 4.981 74.62 -42.14 -14.82 -70.06 0.0011 8.52 5 6.85 4048.0 4.88 8 9.713 0.418 7.724 0.508 -0.082 0.134 239.440857 -49.382187 59.869312 -37.209209 0.9112 -8.3016 -0.5108 -0.6766 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.992 1.946 0.799 1.112 1.276 7.032 -7.87 29.76 10.16 -58.39 -2.9 0.0011 7.1 5 6.4 4690.0 4.54 8 9.9093 0.602 6.728 0.618 -0.988 0.296 238.548401 -49.387447 59.862728 -36.62825 0.9053 -8.3075 -0.5027 -0.6723 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.886 1.996 0.745 1.012 1.175 6.64 -5.547 2.56 7.68 -35.61 15.86 0.00111 7.02 5 6.35 4804.0 4.7 8 9.9231 0.66 6.579 0.635 -0.533 0.277 239.746643 -48.913296 60.457638 -37.411465 0.9013 -8.2984 -0.5116 -0.6643 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
16.496 2.28 0.707 1.016 1.12 6.429 4.386 7.08 -25.6 -21.75 15.78 0.00111 6.65 5 6.25 4889.0 4.62 8 10.0482 0.777 6.427 0.65 -0.15 0.183 238.443604 -49.133968 60.177738 -36.557774 0.9025 -8.309 -0.5032 -0.6675 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.291 0.53 0.063 0.113 0.05 -2.135 -0.471 47.72 -9.39 -23.41 -44.26 0.0011 13.42 6 9.0 7595.0 8.01 8 10.052 0.55 13.038 0.013 -0.512 0.233 238.431686 -49.281246 59.994305 -36.551414 0.9129 -8.3118 -0.5074 -0.6769 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.084 0.499 0.067 0.122 0.08 9.293 6.937 12.57 -47.71 -16.22 13.74 0.0011 13.21 6 9.0 7449.0 7.99 8 10.1414 0.449 13.163 0.013 -0.772 0.277 239.633057 -49.69445 59.475513 -37.331055 0.9098 -8.2975 -0.5078 -0.6788 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
24.497 0.89 0.451 0.647 0.696 -4.476 -9.327 -5.98 40.15 -5.25 -9.27 0.00109 14.39 6 9.0 5750.0 7.88 8 10.0402 0.418 14.234 0.013 -0.732 0.283 239.070908 -49.353886 59.905758 -36.968395 0.915 -8.3064 -0.5113 -0.6793 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
23.722 2.894 1.478 2.497 3.117 14.774 -4.923 201.88 -73.37 -168.24 -112.47 0.00109 12.95 5 7.3 3358.0 5.19 11 11.7705 0.224 10.958 0.171 -0.53 0.293 238.483459 -49.006149 60.337234 -36.582466 0.9159 -8.3141 -0.5122 -0.6763 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.02 0.02 0.02 0.02 0.02
